Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Stage 3_JF,0.02436466814705154,0.3846797859485586,0.6054809862975342,0.0,0.539568345323741
Original Model_JF,0.11158401184307921,0.433350595546349,1.0,0.48696660026000904,1.0
Stage 4-5_JF,0.9597828768813225,0.0,0.48455628860927846,0.7091605846646118,0.6258992805755396
Stage 4-5_Kevin,0.9205526770293609,0.0,0.48455628860927846,0.33924866301570433,0.6258992805755396
Stage 2-5_Kevin,0.0,1.0,0.0,0.03646913541356968,0.0
Stage 3_Kevin,0.3291389094497903,0.3846797859485586,0.6054809862975342,1.0,0.539568345323741
Last 2_Kevin,1.0,0.28303124460555845,0.9238226904432739,0.4329972675432043,0.9712230215827338
Stage 3-5_Kevin,0.26696274364668143,0.16011565682720524,0.11682970792573019,0.04508302943292671,0.12470023980815348
Stage 2-5_JF,0.14045151739452258,1.0,0.0,0.03703641312296684,0.0
Stage 4_Kevin,0.704724895139403,0.23878819264629725,0.6056209859475351,0.45539019236731615,0.7697841726618705
Last 2_JF,0.5490994325191216,0.28303124460555845,0.9238226904432739,0.4260648672067906,0.9712230215827338
